P,10/11/2018 01:21:32,14,2,0,0,1,1,1,3,0,1,0,0,0,0,0,0,17,0,35,42,3.7e+00,10000,6.0e+00,3.0e-01,7.4e-01,4.3e+00
P,10/11/2018 01:21:38,5,4,2,2,1,0,1,0,0,1,0,0,0,0,0,0,17,27,0,0,3.7e+00,10000,6.0e+00,2.9e-01,5.4e-01,3.1e+00
P,10/11/2018 01:21:44,7,1,1,0,2,0,3,2,1,1,0,0,0,0,0,0,27,0,0,46,3.7e+00,10000,5.9e+00,2.0e-01,7.8e-01,5.2e+00
P,10/11/2018 01:21:50,12,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,3.7e+00,10000,6.0e+00,3.7e-01,6.0e-01,6.9e-01
P,10/11/2018 01:21:56,4,0,6,0,0,4,4,0,2,0,0,0,0,0,0,1,0,0,29,0,3.7e+00,10000,6.0e+00,2.9e-01,1.0e+00,1.6e+01
P,10/11/2018 01:22:02,5,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,21,0,33,0,3.7e+00,10000,6.0e+00,3.1e-01,5.4e-01,5.7e-01
P,10/11/2018 01:22:08,10,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,17,0,25,0,3.7e+00,10000,6.0e+00,2.7e-01,5.4e-01,1.6e+00
P,10/11/2018 01:22:14,8,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,20,39,0,0,3.7e+00,10000,6.0e+00,2.8e-01,5.5e-01,1.2e+01
P,10/11/2018 01:22:20,10,5,2,2,1,1,0,1,0,0,0,0,0,0,0,0,20,22,23,43,3.7e+00,10000,6.0e+00,4.0e-01,6.6e-01,9.7e-01
P,10/11/2018 01:22:26,7,5,5,1,0,1,3,0,1,0,0,0,0,0,0,0,19,33,41,0,3.7e+00,10000,6.0e+00,4.4e-01,9.3e-01,2.2e+00
P,10/11/2018 01:22:32,5,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,21,25,37,53,3.7e+00,10000,6.0e+00,2.8e-01,5.8e-01,9.7e-01
P,10/11/2018 01:22:38,11,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,18,32,31,0,3.7e+00,10000,6.0e+00,3.3e-01,5.5e-01,1.5e+00
