type	time	latitude	longitude	altitude (m)	name	desc
T	2018-10-11 13:40:22	40.104155000	-88.231486000	225.9		
T	2018-10-11 13:40:23	40.104154000	-88.231435000	226.0		
T	2018-10-11 13:40:24	40.104155000	-88.231389000	226.0		
T	2018-10-11 13:40:25	40.104156000	-88.231345000	226.0		
T	2018-10-11 13:40:26	40.104156000	-88.231298000	226.0		
T	2018-10-11 13:40:27	40.104154000	-88.231248000	226.0		
T	2018-10-11 13:40:28	40.104152000	-88.231199000	226.0		
T	2018-10-11 13:40:29	40.104152000	-88.231148000	226.0		
T	2018-10-11 13:40:30	40.104152000	-88.231098000	226.0		
T	2018-10-11 13:40:31	40.104152000	-88.231050000	226.0		
T	2018-10-11 13:40:32	40.104148000	-88.231003000	226.0		
T	2018-10-11 13:40:33	40.104144000	-88.230957000	226.0		
T	2018-10-11 13:40:34	40.104142000	-88.230906000	226.0		
T	2018-10-11 13:40:35	40.104143000	-88.230856000	226.0		
T	2018-10-11 13:40:36	40.104143000	-88.230808000	226.0		
T	2018-10-11 13:40:37	40.104148000	-88.230756000	226.0		
T	2018-10-11 13:40:38	40.104159000	-88.230706000	226.0		
T	2018-10-11 13:40:39	40.104174000	-88.230656000	226.0		
T	2018-10-11 13:40:40	40.104187000	-88.230605000	226.0		
T	2018-10-11 13:40:41	40.104199000	-88.230559000	226.0		
T	2018-10-11 13:40:42	40.104204000	-88.230517000	226.0		
T	2018-10-11 13:40:43	40.104206000	-88.230482000	226.0		
T	2018-10-11 13:40:45	40.104197000	-88.230424000	226.0		
T	2018-10-11 13:40:47	40.104176000	-88.230354000	226.0		
T	2018-10-11 13:40:48	40.104168000	-88.230305000	226.0		
T	2018-10-11 13:40:49	40.104167000	-88.230247000	226.0		
T	2018-10-11 13:40:50	40.104169000	-88.230191000	226.0		
T	2018-10-11 13:40:51	40.104176000	-88.230136000	226.0		
T	2018-10-11 13:40:52	40.104182000	-88.230079000	226.0		
T	2018-10-11 13:40:53	40.104180000	-88.230033000	226.0		
T	2018-10-11 13:40:54	40.104173000	-88.229980000	225.9		
T	2018-10-11 13:40:55	40.104163000	-88.229925000	225.9		
T	2018-10-11 13:40:56	40.104158000	-88.229869000	225.9		
T	2018-10-11 13:40:57	40.104149000	-88.229810000	226.0		
T	2018-10-11 13:40:58	40.104146000	-88.229752000	226.0		
T	2018-10-11 13:40:59	40.104143000	-88.229696000	226.0		
T	2018-10-11 13:41:00	40.104143000	-88.229637000	226.0		
T	2018-10-11 13:41:01	40.104142000	-88.229580000	226.0		
T	2018-10-11 13:41:02	40.104141000	-88.229526000	226.0		
T	2018-10-11 13:41:03	40.104140000	-88.229470000	226.0		
T	2018-10-11 13:41:04	40.104140000	-88.229413000	226.0		
T	2018-10-11 13:41:05	40.104140000	-88.229354000	226.0		
T	2018-10-11 13:41:06	40.104145000	-88.229294000	226.1		
T	2018-10-11 13:41:07	40.104150000	-88.229237000	226.1		
T	2018-10-11 13:41:08	40.104153000	-88.229180000	226.1		
T	2018-10-11 13:41:09	40.104153000	-88.229122000	226.1		
T	2018-10-11 13:41:10	40.104162000	-88.229044000	226.1		
T	2018-10-11 13:41:11	40.104177000	-88.228993000	226.0		
T	2018-10-11 13:41:12	40.104165000	-88.228940000	226.0		
T	2018-10-11 13:41:13	40.104171000	-88.228884000	226.0		
T	2018-10-11 13:41:14	40.104165000	-88.228815000	226.0		
T	2018-10-11 13:41:15	40.104155000	-88.228758000	226.0		
T	2018-10-11 13:41:16	40.104160000	-88.228690000	226.0		
T	2018-10-11 13:41:17	40.104151000	-88.228636000	226.0		
T	2018-10-11 13:41:18	40.104153000	-88.228588000	226.0		
T	2018-10-11 13:41:19	40.104159000	-88.228536000	226.0		
T	2018-10-11 13:41:20	40.104166000	-88.228500000	226.0		
T	2018-10-11 13:41:21	40.104159000	-88.228449000	226.0		
T	2018-10-11 13:41:22	40.104156000	-88.228401000	226.0		
T	2018-10-11 13:41:23	40.104160000	-88.228351000	226.0		
T	2018-10-11 13:41:24	40.104155000	-88.228297000	226.0		
T	2018-10-11 13:41:25	40.104160000	-88.228242000	226.0		
T	2018-10-11 13:41:26	40.104162000	-88.228183000	226.0		
T	2018-10-11 13:41:27	40.104160000	-88.228134000	226.0		
T	2018-10-11 13:41:28	40.104168000	-88.228078000	226.0		
T	2018-10-11 13:41:29	40.104169000	-88.228019000	226.0		
T	2018-10-11 13:41:30	40.104167000	-88.227959000	226.0		
T	2018-10-11 13:41:31	40.104165000	-88.227908000	226.0		
T	2018-10-11 13:41:32	40.104173000	-88.227853000	226.0		
T	2018-10-11 13:41:33	40.104162000	-88.227793000	225.9		
T	2018-10-11 13:41:34	40.104167000	-88.227716000	225.9		
T	2018-10-11 13:41:35	40.104165000	-88.227660000	225.9		
T	2018-10-11 13:41:36	40.104172000	-88.227601000	225.9		
T	2018-10-11 13:41:37	40.104161000	-88.227556000	225.9		
T	2018-10-11 13:41:38	40.104159000	-88.227501000	225.9		
T	2018-10-11 13:41:39	40.104159000	-88.227453000	225.9		
T	2018-10-11 13:41:40	40.104153000	-88.227401000	225.9		
T	2018-10-11 13:41:41	40.104152000	-88.227337000	225.9		
T	2018-10-11 13:41:42	40.104153000	-88.227282000	225.9		
T	2018-10-11 13:41:43	40.104158000	-88.227231000	225.9		
T	2018-10-11 13:41:44	40.104158000	-88.227179000	225.9		
T	2018-10-11 13:41:45	40.104158000	-88.227125000	225.9		
T	2018-10-11 13:41:46	40.104159000	-88.227071000	225.9		
T	2018-10-11 13:41:47	40.104158000	-88.227017000	225.9		
T	2018-10-11 13:41:48	40.104158000	-88.226964000	225.9		
T	2018-10-11 13:41:49	40.104157000	-88.226912000	225.9		
T	2018-10-11 13:41:50	40.104157000	-88.226858000	226.0		
T	2018-10-11 13:41:51	40.104157000	-88.226805000	226.0		
T	2018-10-11 13:41:52	40.104160000	-88.226752000	226.0		
T	2018-10-11 13:41:53	40.104161000	-88.226698000	226.0		
T	2018-10-11 13:41:54	40.104163000	-88.226643000	226.0		
T	2018-10-11 13:41:55	40.104163000	-88.226591000	226.0		
T	2018-10-11 13:41:56	40.104162000	-88.226537000	226.0		
T	2018-10-11 13:41:57	40.104161000	-88.226485000	226.0		
T	2018-10-11 13:41:58	40.104161000	-88.226433000	226.0		
T	2018-10-11 13:41:59	40.104161000	-88.226381000	226.0		
T	2018-10-11 13:42:00	40.104160000	-88.226330000	226.0		
T	2018-10-11 13:42:01	40.104159000	-88.226275000	226.0		
T	2018-10-11 13:42:02	40.104158000	-88.226219000	226.0		
T	2018-10-11 13:42:03	40.104159000	-88.226158000	226.0		
T	2018-10-11 13:42:04	40.104161000	-88.226098000	226.0		
T	2018-10-11 13:42:05	40.104164000	-88.226040000	226.0		
T	2018-10-11 13:42:06	40.104166000	-88.225985000	226.0		
T	2018-10-11 13:42:07	40.104158000	-88.225939000	226.0		
T	2018-10-11 13:42:08	40.104146000	-88.225895000	226.0		
T	2018-10-11 13:42:09	40.104136000	-88.225851000	226.0		
T	2018-10-11 13:42:10	40.104125000	-88.225806000	226.0		
T	2018-10-11 13:42:11	40.104125000	-88.225753000	226.0		
T	2018-10-11 13:42:12	40.104131000	-88.225696000	226.0		
T	2018-10-11 13:42:13	40.104130000	-88.225640000	226.0		
T	2018-10-11 13:42:14	40.104131000	-88.225583000	226.0		
T	2018-10-11 13:42:15	40.104130000	-88.225529000	226.0		
T	2018-10-11 13:42:16	40.104126000	-88.225478000	226.0		
T	2018-10-11 13:42:17	40.104122000	-88.225426000	226.0		
T	2018-10-11 13:42:18	40.104114000	-88.225378000	226.0		
T	2018-10-11 13:42:19	40.104105000	-88.225328000	226.0		
T	2018-10-11 13:42:20	40.104095000	-88.225280000	226.0		
T	2018-10-11 13:42:21	40.104085000	-88.225236000	226.0		
T	2018-10-11 13:42:22	40.104074000	-88.225192000	226.0		
T	2018-10-11 13:42:23	40.104066000	-88.225149000	226.0		
T	2018-10-11 13:42:24	40.104060000	-88.225106000	226.0		
T	2018-10-11 13:42:25	40.104059000	-88.225056000	226.0		
T	2018-10-11 13:42:26	40.104057000	-88.225005000	226.0		
T	2018-10-11 13:42:27	40.104056000	-88.224953000	226.0		
T	2018-10-11 13:42:28	40.104060000	-88.224899000	226.0		
T	2018-10-11 13:42:29	40.104058000	-88.224835000	226.0		
T	2018-10-11 13:42:30	40.104062000	-88.224781000	225.9		
T	2018-10-11 13:42:31	40.104065000	-88.224727000	225.9		
T	2018-10-11 13:42:32	40.104070000	-88.224672000	225.9		
T	2018-10-11 13:42:33	40.104073000	-88.224620000	225.9		
T	2018-10-11 13:42:34	40.104086000	-88.224562000	225.9		
T	2018-10-11 13:42:35	40.104080000	-88.224515000	225.9		
T	2018-10-11 13:42:36	40.104080000	-88.224467000	225.9		
T	2018-10-11 13:42:37	40.104081000	-88.224418000	225.9		
T	2018-10-11 13:42:38	40.104087000	-88.224367000	225.9		
T	2018-10-11 13:42:39	40.104119000	-88.224309000	225.9		
T	2018-10-11 13:42:40	40.104151000	-88.224251000	225.9		
T	2018-10-11 13:42:41	40.104181000	-88.224190000	226.0		
T	2018-10-11 13:42:42	40.104211000	-88.224117000	226.0		
T	2018-10-11 13:42:43	40.104224000	-88.224057000	226.0		
T	2018-10-11 13:42:44	40.104231000	-88.224005000	226.0		
T	2018-10-11 13:42:45	40.104235000	-88.223956000	226.0		
T	2018-10-11 13:42:46	40.104235000	-88.223907000	226.0		
T	2018-10-11 13:42:47	40.104232000	-88.223855000	226.0		
T	2018-10-11 13:42:48	40.104224000	-88.223802000	226.0		
T	2018-10-11 13:42:49	40.104216000	-88.223751000	226.0		
T	2018-10-11 13:42:50	40.104213000	-88.223699000	225.9		
T	2018-10-11 13:42:51	40.104216000	-88.223645000	225.9		
T	2018-10-11 13:42:52	40.104216000	-88.223595000	225.8		
T	2018-10-11 13:42:53	40.104219000	-88.223544000	225.8		
T	2018-10-11 13:42:54	40.104217000	-88.223493000	225.7		
T	2018-10-11 13:42:55	40.104212000	-88.223441000	225.6		
T	2018-10-11 13:42:56	40.104209000	-88.223389000	225.6		
T	2018-10-11 13:42:57	40.104205000	-88.223341000	225.5		
T	2018-10-11 13:42:58	40.104200000	-88.223297000	225.5		
T	2018-10-11 13:42:59	40.104187000	-88.223249000	225.5		
T	2018-10-11 13:43:00	40.104178000	-88.223197000	225.4		
T	2018-10-11 13:43:01	40.104174000	-88.223144000	225.4		
T	2018-10-11 13:43:02	40.104172000	-88.223091000	225.3		
T	2018-10-11 13:43:03	40.104167000	-88.223044000	225.3		
T	2018-10-11 13:43:04	40.104165000	-88.222995000	225.3		
T	2018-10-11 13:43:05	40.104164000	-88.222946000	225.2		
T	2018-10-11 13:43:06	40.104167000	-88.222896000	225.2		
T	2018-10-11 13:43:07	40.104170000	-88.222845000	225.2		
T	2018-10-11 13:43:08	40.104168000	-88.222795000	225.1		
T	2018-10-11 13:43:09	40.104163000	-88.222745000	225.1		
T	2018-10-11 13:43:10	40.104163000	-88.222693000	225.1		
T	2018-10-11 13:43:11	40.104161000	-88.222640000	225.0		
T	2018-10-11 13:43:12	40.104158000	-88.222588000	225.0		
T	2018-10-11 13:43:13	40.104158000	-88.222539000	224.9		
T	2018-10-11 13:43:14	40.104160000	-88.222489000	224.9		
T	2018-10-11 13:43:15	40.104162000	-88.222436000	224.8		
T	2018-10-11 13:43:16	40.104162000	-88.222384000	224.8		
T	2018-10-11 13:43:17	40.104161000	-88.222333000	224.7		
T	2018-10-11 13:43:18	40.104159000	-88.222280000	224.6		
T	2018-10-11 13:43:19	40.104158000	-88.222227000	224.6		
T	2018-10-11 13:43:20	40.104152000	-88.222180000	224.5		
T	2018-10-11 13:43:21	40.104141000	-88.222144000	224.5		
T	2018-10-11 13:43:23	40.104125000	-88.222089000	224.4		
T	2018-10-11 13:43:25	40.104112000	-88.222049000	224.4		
T	2018-10-11 13:43:27	40.104105000	-88.221982000	224.3		
T	2018-10-11 13:43:28	40.104108000	-88.221939000	224.2		
T	2018-10-11 13:43:29	40.104111000	-88.221890000	224.0		
T	2018-10-11 13:43:30	40.104112000	-88.221842000	224.0		
T	2018-10-11 13:43:31	40.104107000	-88.221802000	224.0		
T	2018-10-11 13:43:32	40.104092000	-88.221770000	224.0		
T	2018-10-11 13:43:33	40.104068000	-88.221750000	224.1		
T	2018-10-11 13:43:34	40.104035000	-88.221750000	224.1		
T	2018-10-11 13:43:35	40.103998000	-88.221755000	224.1		
T	2018-10-11 13:43:36	40.103960000	-88.221761000	224.1		
T	2018-10-11 13:43:37	40.103923000	-88.221766000	224.1		
T	2018-10-11 13:43:38	40.103885000	-88.221767000	224.2		
T	2018-10-11 13:43:39	40.103844000	-88.221761000	224.2		
T	2018-10-11 13:43:40	40.103804000	-88.221758000	224.2		
T	2018-10-11 13:43:41	40.103763000	-88.221755000	224.2		
T	2018-10-11 13:43:42	40.103721000	-88.221756000	224.3		
T	2018-10-11 13:43:43	40.103675000	-88.221754000	224.3		
T	2018-10-11 13:43:44	40.103632000	-88.221749000	224.3		
T	2018-10-11 13:43:45	40.103587000	-88.221741000	224.3		
T	2018-10-11 13:43:46	40.103543000	-88.221735000	224.4		
T	2018-10-11 13:43:47	40.103503000	-88.221735000	224.4		
T	2018-10-11 13:43:48	40.103463000	-88.221737000	224.4		
T	2018-10-11 13:43:49	40.103424000	-88.221738000	224.4		
T	2018-10-11 13:43:50	40.103383000	-88.221736000	224.4		
T	2018-10-11 13:43:51	40.103339000	-88.221730000	224.5		
T	2018-10-11 13:43:52	40.103294000	-88.221720000	224.5		
T	2018-10-11 13:43:53	40.103251000	-88.221709000	224.6		
T	2018-10-11 13:43:54	40.103215000	-88.221703000	224.7		
T	2018-10-11 13:43:55	40.103180000	-88.221700000	224.7		
T	2018-10-11 13:43:56	40.103147000	-88.221699000	224.8		
T	2018-10-11 13:43:57	40.103112000	-88.221698000	224.9		
T	2018-10-11 13:43:58	40.103076000	-88.221700000	225.1		
T	2018-10-11 13:43:59	40.103040000	-88.221700000	225.2		
T	2018-10-11 13:44:00	40.103004000	-88.221701000	225.4		
T	2018-10-11 13:44:01	40.102969000	-88.221703000	225.5		
T	2018-10-11 13:44:02	40.102932000	-88.221704000	225.7		
T	2018-10-11 13:44:03	40.102895000	-88.221706000	225.9		
T	2018-10-11 13:44:04	40.102858000	-88.221710000	226.0		
T	2018-10-11 13:44:05	40.102822000	-88.221712000	226.2		
T	2018-10-11 13:44:06	40.102783000	-88.221715000	226.3		
T	2018-10-11 13:44:07	40.102743000	-88.221716000	226.5		
T	2018-10-11 13:44:08	40.102703000	-88.221717000	226.6		
T	2018-10-11 13:44:09	40.102664000	-88.221718000	226.7		
T	2018-10-11 13:44:10	40.102626000	-88.221718000	226.8		
T	2018-10-11 13:44:11	40.102588000	-88.221717000	226.9		
T	2018-10-11 13:44:12	40.102549000	-88.221718000	226.9		
T	2018-10-11 13:44:13	40.102512000	-88.221718000	227.0		
T	2018-10-11 13:44:14	40.102474000	-88.221717000	227.0		
T	2018-10-11 13:44:15	40.102435000	-88.221716000	227.1		
T	2018-10-11 13:44:16	40.102395000	-88.221715000	227.1		
T	2018-10-11 13:44:17	40.102354000	-88.221715000	227.1		
T	2018-10-11 13:44:18	40.102315000	-88.221717000	227.1		
T	2018-10-11 13:44:19	40.102275000	-88.221716000	227.2		
T	2018-10-11 13:44:20	40.102235000	-88.221718000	227.2		
T	2018-10-11 13:44:21	40.102195000	-88.221718000	227.2		
T	2018-10-11 13:44:22	40.102156000	-88.221718000	227.2		
T	2018-10-11 13:44:23	40.102119000	-88.221717000	227.2		
T	2018-10-11 13:44:24	40.102081000	-88.221715000	227.2		
T	2018-10-11 13:44:25	40.102043000	-88.221714000	227.3		
T	2018-10-11 13:44:26	40.102007000	-88.221713000	227.3		
T	2018-10-11 13:44:27	40.101970000	-88.221711000	227.3		
T	2018-10-11 13:44:28	40.101934000	-88.221710000	227.3		
T	2018-10-11 13:44:29	40.101897000	-88.221709000	227.3		
T	2018-10-11 13:44:30	40.101860000	-88.221708000	227.3		
T	2018-10-11 13:44:31	40.101824000	-88.221706000	227.3		
T	2018-10-11 13:44:32	40.101791000	-88.221706000	227.4		
T	2018-10-11 13:44:33	40.101757000	-88.221706000	227.4		
T	2018-10-11 13:44:34	40.101723000	-88.221704000	227.4		
T	2018-10-11 13:44:35	40.101688000	-88.221702000	227.4		
T	2018-10-11 13:44:36	40.101650000	-88.221698000	227.4		
T	2018-10-11 13:44:37	40.101615000	-88.221695000	227.4		
T	2018-10-11 13:44:38	40.101580000	-88.221690000	227.5		
T	2018-10-11 13:44:39	40.101552000	-88.221693000	227.5		
T	2018-10-11 13:44:40	40.101523000	-88.221697000	227.5		
T	2018-10-11 13:44:41	40.101493000	-88.221702000	227.5		
T	2018-10-11 13:44:42	40.101460000	-88.221706000	227.5		
T	2018-10-11 13:44:43	40.101425000	-88.221705000	227.5		
T	2018-10-11 13:44:44	40.101396000	-88.221706000	227.5		
T	2018-10-11 13:44:45	40.101368000	-88.221711000	227.5		
T	2018-10-11 13:44:47	40.101326000	-88.221737000	227.6		
T	2018-10-11 13:44:49	40.101278000	-88.221761000	227.6		
T	2018-10-11 13:44:50	40.101250000	-88.221773000	227.6		
T	2018-10-11 13:44:51	40.101216000	-88.221776000	227.6		
T	2018-10-11 13:44:52	40.101176000	-88.221773000	227.6		
T	2018-10-11 13:44:53	40.101138000	-88.221767000	227.7		
T	2018-10-11 13:44:54	40.101101000	-88.221760000	227.7		
T	2018-10-11 13:44:55	40.101073000	-88.221757000	227.7		
T	2018-10-11 13:44:57	40.101012000	-88.221748000	227.7		
T	2018-10-11 13:44:58	40.100973000	-88.221740000	227.8		
T	2018-10-11 13:44:59	40.100929000	-88.221734000	227.8		
T	2018-10-11 13:45:00	40.100888000	-88.221724000	227.8		
T	2018-10-11 13:45:01	40.100852000	-88.221712000	227.8		
T	2018-10-11 13:45:02	40.100821000	-88.221703000	227.9		
T	2018-10-11 13:45:04	40.100777000	-88.221691000	227.9		
T	2018-10-11 13:45:06	40.100742000	-88.221691000	227.9		
T	2018-10-11 13:45:08	40.100698000	-88.221695000	228.0		
T	2018-10-11 13:45:09	40.100672000	-88.221683000	228.3		
T	2018-10-11 13:45:10	40.100622000	-88.221595000	228.5		
T	2018-10-11 13:45:11	40.100607000	-88.221548000	228.6		
T	2018-10-11 13:45:12	40.100601000	-88.221466000	228.8		
T	2018-10-11 13:45:13	40.100578000	-88.221408000	229.0		
T	2018-10-11 13:45:14	40.100599000	-88.221356000	229.0		
T	2018-10-11 13:45:15	40.100603000	-88.221294000	228.8		
T	2018-10-11 13:45:16	40.100587000	-88.221236000	228.7		
T	2018-10-11 13:45:17	40.100569000	-88.221172000	228.5		
T	2018-10-11 13:45:18	40.100582000	-88.221100000	228.3		
T	2018-10-11 13:45:19	40.100583000	-88.221036000	228.2		
T	2018-10-11 13:45:20	40.100572000	-88.220976000	228.0		
T	2018-10-11 13:45:21	40.100571000	-88.220914000	228.0		
T	2018-10-11 13:45:22	40.100566000	-88.220852000	227.9		
T	2018-10-11 13:45:23	40.100568000	-88.220791000	227.9		
T	2018-10-11 13:45:24	40.100563000	-88.220725000	227.9		
T	2018-10-11 13:45:25	40.100566000	-88.220668000	227.9		
T	2018-10-11 13:45:26	40.100560000	-88.220609000	227.8		
T	2018-10-11 13:45:27	40.100553000	-88.220550000	227.8		
T	2018-10-11 13:45:28	40.100557000	-88.220494000	227.8		
T	2018-10-11 13:45:29	40.100547000	-88.220435000	227.8		
T	2018-10-11 13:45:30	40.100566000	-88.220360000	227.9		
T	2018-10-11 13:45:31	40.100570000	-88.220308000	227.9		
T	2018-10-11 13:45:32	40.100561000	-88.220262000	227.9		
T	2018-10-11 13:45:33	40.100568000	-88.220216000	227.9		
T	2018-10-11 13:45:34	40.100570000	-88.220160000	227.9		
T	2018-10-11 13:45:35	40.100567000	-88.220118000	227.9		
T	2018-10-11 13:45:36	40.100575000	-88.220074000	227.9		
T	2018-10-11 13:45:37	40.100581000	-88.220012000	228.0		
T	2018-10-11 13:45:38	40.100575000	-88.219965000	228.0		
T	2018-10-11 13:45:39	40.100572000	-88.219928000	228.0		
T	2018-10-11 13:45:40	40.100569000	-88.219888000	228.0		
T	2018-10-11 13:45:41	40.100567000	-88.219841000	228.0		
T	2018-10-11 13:45:42	40.100561000	-88.219795000	228.0		
T	2018-10-11 13:45:43	40.100548000	-88.219749000	228.0		
T	2018-10-11 13:45:44	40.100542000	-88.219695000	228.0		
T	2018-10-11 13:45:45	40.100535000	-88.219648000	228.0		
T	2018-10-11 13:45:46	40.100534000	-88.219603000	228.0		
T	2018-10-11 13:45:47	40.100529000	-88.219562000	228.0		
T	2018-10-11 13:45:48	40.100525000	-88.219521000	228.0		
T	2018-10-11 13:45:49	40.100526000	-88.219474000	228.0		
T	2018-10-11 13:45:50	40.100533000	-88.219431000	228.0		
T	2018-10-11 13:45:51	40.100550000	-88.219387000	228.0		
T	2018-10-11 13:45:53	40.100557000	-88.219336000	228.0		
T	2018-10-11 13:46:32	40.100575000	-88.219242000	228.0		
T	2018-10-11 13:46:33	40.100584000	-88.219203000	228.0		
T	2018-10-11 13:46:34	40.100596000	-88.219160000	228.0		
T	2018-10-11 13:46:35	40.100610000	-88.219101000	227.9		
T	2018-10-11 13:46:36	40.100613000	-88.219037000	227.8		
T	2018-10-11 13:46:37	40.100620000	-88.218975000	227.7		
T	2018-10-11 13:46:38	40.100642000	-88.218907000	227.6		
T	2018-10-11 13:46:39	40.100641000	-88.218850000	227.5		
T	2018-10-11 13:46:40	40.100650000	-88.218793000	227.4		
T	2018-10-11 13:46:41	40.100662000	-88.218732000	227.2		
T	2018-10-11 13:46:42	40.100646000	-88.218659000	227.0		
T	2018-10-11 13:46:43	40.100659000	-88.218609000	226.8		
T	2018-10-11 13:46:44	40.100667000	-88.218556000	226.7		
T	2018-10-11 13:46:45	40.100675000	-88.218497000	226.5		
T	2018-10-11 13:46:46	40.100689000	-88.218426000	226.4		
T	2018-10-11 13:46:47	40.100705000	-88.218362000	226.3		
T	2018-10-11 13:46:48	40.100708000	-88.218301000	226.3		
T	2018-10-11 13:46:49	40.100694000	-88.218247000	226.3		
T	2018-10-11 13:46:50	40.100679000	-88.218193000	226.2		
T	2018-10-11 13:46:51	40.100675000	-88.218148000	226.2		
T	2018-10-11 13:46:52	40.100670000	-88.218078000	226.2		
T	2018-10-11 13:46:53	40.100669000	-88.218020000	226.1		
T	2018-10-11 13:46:54	40.100662000	-88.217963000	226.1		
T	2018-10-11 13:46:55	40.100656000	-88.217897000	226.0		
T	2018-10-11 13:46:56	40.100607000	-88.217837000	226.0		
T	2018-10-11 13:46:57	40.100614000	-88.217776000	226.0		
T	2018-10-11 13:46:58	40.100619000	-88.217722000	226.0		
T	2018-10-11 13:46:59	40.100620000	-88.217651000	226.0		
T	2018-10-11 13:47:00	40.100618000	-88.217593000	226.0		
T	2018-10-11 13:47:01	40.100628000	-88.217531000	226.0		
T	2018-10-11 13:47:02	40.100627000	-88.217475000	226.0		
T	2018-10-11 13:47:03	40.100633000	-88.217414000	226.0		
T	2018-10-11 13:47:04	40.100635000	-88.217356000	226.0		
T	2018-10-11 13:47:05	40.100654000	-88.217299000	226.0		
T	2018-10-11 13:47:06	40.100671000	-88.217250000	226.0		
T	2018-10-11 13:47:07	40.100689000	-88.217186000	226.0		
T	2018-10-11 13:47:08	40.100658000	-88.217128000	226.0		
T	2018-10-11 13:47:09	40.100665000	-88.217076000	226.0		
T	2018-10-11 13:47:10	40.100661000	-88.217003000	226.0		
T	2018-10-11 13:47:11	40.100661000	-88.216941000	226.0		
T	2018-10-11 13:47:12	40.100660000	-88.216894000	226.1		
T	2018-10-11 13:47:13	40.100662000	-88.216844000	226.1		
T	2018-10-11 13:47:14	40.100654000	-88.216793000	226.1		
T	2018-10-11 13:47:15	40.100648000	-88.216737000	226.1		
T	2018-10-11 13:47:16	40.100642000	-88.216680000	226.1		
T	2018-10-11 13:47:17	40.100638000	-88.216622000	226.1		
T	2018-10-11 13:47:18	40.100638000	-88.216563000	226.1		
T	2018-10-11 13:47:19	40.100631000	-88.216503000	226.1		
T	2018-10-11 13:47:20	40.100628000	-88.216448000	226.1		
T	2018-10-11 13:47:21	40.100624000	-88.216396000	226.1		
T	2018-10-11 13:47:22	40.100624000	-88.216337000	226.1		
T	2018-10-11 13:47:23	40.100623000	-88.216281000	226.1		
T	2018-10-11 13:47:24	40.100623000	-88.216229000	226.1		
T	2018-10-11 13:47:25	40.100627000	-88.216179000	226.1		
T	2018-10-11 13:47:26	40.100634000	-88.216134000	226.1		
T	2018-10-11 13:47:27	40.100649000	-88.216083000	226.1		
T	2018-10-11 13:47:28	40.100653000	-88.216030000	226.1		
T	2018-10-11 13:47:29	40.100654000	-88.215982000	226.1		
T	2018-10-11 13:47:30	40.100659000	-88.215926000	226.1		
T	2018-10-11 13:47:31	40.100659000	-88.215869000	226.2		
T	2018-10-11 13:47:32	40.100657000	-88.215814000	226.2		
T	2018-10-11 13:47:33	40.100653000	-88.215760000	226.2		
T	2018-10-11 13:47:34	40.100652000	-88.215704000	226.2		
T	2018-10-11 13:47:35	40.100649000	-88.215647000	226.2		
T	2018-10-11 13:47:36	40.100648000	-88.215593000	226.2		
T	2018-10-11 13:47:37	40.100649000	-88.215538000	226.2		
T	2018-10-11 13:47:38	40.100650000	-88.215483000	226.2		
T	2018-10-11 13:47:39	40.100649000	-88.215429000	226.2		
T	2018-10-11 13:47:40	40.100645000	-88.215373000	226.2		
T	2018-10-11 13:47:41	40.100645000	-88.215316000	226.2		
T	2018-10-11 13:47:42	40.100647000	-88.215257000	226.2		
T	2018-10-11 13:47:43	40.100650000	-88.215203000	226.1		
T	2018-10-11 13:47:44	40.100656000	-88.215153000	226.1		
T	2018-10-11 13:47:45	40.100661000	-88.215108000	226.1		
T	2018-10-11 13:47:46	40.100664000	-88.215064000	226.1		
T	2018-10-11 13:47:47	40.100670000	-88.215021000	226.1		
T	2018-10-11 13:47:48	40.100678000	-88.214971000	226.1		
T	2018-10-11 13:47:49	40.100683000	-88.214923000	226.1		
T	2018-10-11 13:47:50	40.100685000	-88.214875000	226.1		
T	2018-10-11 13:47:51	40.100682000	-88.214826000	226.1		
T	2018-10-11 13:47:52	40.100680000	-88.214775000	226.1		
T	2018-10-11 13:47:53	40.100682000	-88.214725000	226.1		
T	2018-10-11 13:47:54	40.100685000	-88.214676000	226.1		
T	2018-10-11 13:47:55	40.100690000	-88.214628000	226.1		
T	2018-10-11 13:47:56	40.100696000	-88.214580000	226.1		
T	2018-10-11 13:47:57	40.100705000	-88.214536000	226.0		
T	2018-10-11 13:47:58	40.100703000	-88.214493000	226.0		
T	2018-10-11 13:47:59	40.100695000	-88.214449000	226.0		
T	2018-10-11 13:48:00	40.100667000	-88.214421000	226.0		
T	2018-10-11 13:48:01	40.100640000	-88.214406000	226.0		
T	2018-10-11 13:48:03	40.100583000	-88.214403000	225.9		
T	2018-10-11 13:48:04	40.100547000	-88.214423000	225.9		
T	2018-10-11 13:48:05	40.100517000	-88.214439000	225.8		
T	2018-10-11 13:48:07	40.100468000	-88.214445000	225.8		
T	2018-10-11 13:48:08	40.100436000	-88.214449000	225.7		
T	2018-10-11 13:48:09	40.100403000	-88.214456000	225.7		
T	2018-10-11 13:48:10	40.100369000	-88.214462000	225.7		
T	2018-10-11 13:48:11	40.100333000	-88.214465000	225.6		
T	2018-10-11 13:48:12	40.100297000	-88.214459000	225.6		
T	2018-10-11 13:48:13	40.100269000	-88.214452000	225.6		
T	2018-10-11 13:48:15	40.100210000	-88.214439000	225.5		
T	2018-10-11 13:48:16	40.100174000	-88.214435000	225.4		
T	2018-10-11 13:48:17	40.100134000	-88.214430000	225.4		
